Age,Gender,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Interest_Arts,Interest_Others,Interest_Sports,Interest_Technology,Interest_Unknown
26.0,1,1,5.07111,7.359893581985957,5.77279,5.142954715830592,False,False,False,False,True
32.0,1,1,2.891,6.622005514142065,0.7486,3.9206461208824224,False,False,False,False,True
31.0,0,0,1.75038,7.852382842220363,1.69071,3.0885829212525104,False,False,False,False,True
33.0,0,1,2.26833,7.034309411208488,2.74575,5.600471614721142,False,False,False,False,True
22.0,1,0,4.92914,6.386599342746743,7.62578,4.55716608573835,False,False,False,False,True
22.0,1,1,0.38796,3.992392856382693,2.28302,4.558001300997299,False,False,False,False,True
29.0,0,1,6.62337,6.447400737341983,9.01979,4.175610056934767,False,False,True,False,False
32.0,1,0,4.41044,4.312804655499938,7.83998,6.839545184461578,False,False,True,False,False
29.0,0,0,3.24303,6.558119870029264,2.26424,8.137381690826071,False,False,False,False,True
22.0,0,0,1.56609,7.6482060052769985,8.99172,4.386580663758873,False,False,True,False,False
30.0,1,0,8.1137,3.550235724563935,7.98307,4.815765109696226,False,False,False,False,True
27.0,0,0,6.22165,7.868916333101983,7.94733,5.030522486700621,False,False,True,False,False
29.0,0,0,5.85781,6.212487488646874,7.77192,6.076917727481785,False,True,False,False,False
36.0,0,1,4.84022,6.414232421891675,9.68144,1.470294953676457,True,False,False,False,False
24.0,1,0,0.12075,6.734955332864755,8.24574,3.900326136504511,False,True,False,False,False
28.0,0,0,1.09026,4.931365988838718,2.02817,6.2496534028252775,False,False,True,False,False
25.0,1,0,3.19304,6.975472239126981,8.94859,6.151087972199914,False,True,False,False,False
25.0,1,0,4.66511,6.053918035844031,0.41434,6.105651138533131,False,False,False,False,True
28.0,0,0,6.42223,5.473246571073043,1.68581,6.21583601302911,False,False,False,False,True
27.0,0,1,7.37485,4.853806325949053,3.20065,7.292690082325834,False,True,False,False,False
27.0,0,0,5.13144,6.345941203250028,7.23001,6.01038467040941,False,True,False,False,False
27.0,1,0,3.34707,7.081319404248457,6.14121,6.179202775804322,False,False,False,False,True
30.0,1,0,1.25803,5.605154003292405,6.23163,4.523237729874822,False,False,False,False,True
27.0,1,1,3.46492,6.27237005193119,6.93379,5.82400411388899,False,True,False,False,False
28.0,0,0,9.45894,4.096716402512108,5.19064,5.171749056644521,False,False,True,False,False
21.0,0,0,8.0635,4.371521404720761,9.57749,5.682879833438214,False,False,False,False,True
25.0,0,0,0.49655,6.212061837200548,3.6358,7.075858764993579,True,False,False,False,False
23.0,1,0,3.9598,5.855426126341342,6.72996,8.01288848848066,False,True,False,False,False
23.0,0,1,2.87511,4.081240144702781,6.89345,5.108800395536045,True,False,False,False,False
29.0,0,0,0.0625,5.21565506633679,4.70237,6.516142887226521,False,False,False,False,True
26.0,1,1,3.75277,6.513472837378838,1.5753,4.016445741218465,False,False,False,True,False
22.0,1,0,3.42963,5.098983472438338,2.14779,7.03682281026529,False,False,False,False,True
25.0,1,1,5.10542,5.191970223847004,0.10171,4.680427440212728,True,False,False,False,False
28.0,0,1,4.33517,6.561466507983661,6.25319,5.703033264104002,True,False,False,False,False
23.0,0,1,0.19392,6.452173020974875,2.63546,5.780164927436612,False,False,False,True,False
27.0,1,0,6.44506,7.057901670275272,5.80674,5.624253453305739,False,False,True,False,False
23.0,1,0,0.65017,3.7281124116739512,8.05669,7.13922573187067,False,True,False,False,False
34.0,1,0,1.75419,6.368913000572355,9.79295,6.847540128742867,False,False,True,False,False
39.0,1,1,4.4265,6.560874484736119,4.32208,2.325946661467249,False,False,False,False,True
23.0,1,0,1.07429,4.201021084372233,8.74063,5.121236197833299,False,False,True,False,False
32.0,1,0,1.14046,7.173132606212298,3.49293,7.814842377315502,False,False,True,False,False
21.0,0,1,1.31081,5.875562425739994,4.59984,3.190422066302286,False,False,False,False,True
29.0,0,0,5.21441,6.479939389161944,2.00774,6.128890015654968,True,False,False,False,False
29.0,1,0,3.62995,6.692704908196452,7.62643,6.275046573304848,False,False,False,False,True
25.0,1,0,0.35076,6.861912922648152,5.84101,4.659089949091459,True,False,False,False,False
20.0,1,0,1.07676,5.246944167733429,6.28234,6.147035094456868,False,False,False,False,True
25.0,0,0,0.92835,6.282782397998683,3.60571,0.5813775165272395,False,False,False,False,True
24.0,0,0,0.73919,5.392376487952298,4.72499,4.275408601927484,True,False,False,False,False
21.0,1,1,3.08247,6.100955149297406,5.29599,6.142229540837832,False,False,False,False,True
23.0,0,0,0.05408,5.3014145595048525,9.5045,3.994310065131975,False,True,False,False,False
27.0,1,1,4.98547,6.756892313419824,1.14885,5.644054437051822,False,False,False,False,True
23.0,0,0,5.08374,4.910702543782321,1.64147,6.502918451098013,False,True,False,False,False
29.0,1,0,8.17699,6.428552196197074,6.49351,2.378147609511129,False,False,False,False,True
26.0,1,0,9.60727,6.032693333360975,7.6985,3.905451730281941,True,False,False,False,False
20.0,1,1,3.63818,2.49035776156843,3.14181,1.1126048485349829,False,True,False,False,False
33.0,1,0,8.22223,5.581627408559039,1.31248,5.326809929441809,False,False,True,False,False
26.0,0,0,9.67471,4.361498351754046,0.59259,1.4293707652358163,False,False,False,True,False
32.0,1,0,4.97413,5.930702894541075,5.10919,5.666483255558581,True,False,False,False,False
20.0,0,0,3.899,8.002036933442243,7.55334,6.143448029511045,False,False,False,True,False
32.0,0,1,3.06822,6.376570846325744,5.30711,3.4175066929154347,False,False,False,False,True
25.0,0,0,4.24052,6.221059508082746,1.12468,6.783245961311584,False,False,False,False,True
25.0,1,0,7.02784,7.758927386155014,1.86613,3.046040885899396,False,False,True,False,False
24.0,1,1,4.38303,2.9271260590936654,0.48592,6.767957969500618,True,False,False,False,False
28.0,1,0,1.49359,6.308283040574387,9.05551,6.516534405317245,False,False,False,False,True
31.0,0,0,9.20458,5.051045455924444,3.28247,6.877121361036025,True,False,False,False,False
31.0,1,1,9.33,6.230707937230359,5.59911,2.705675603064152,False,False,False,False,True
32.0,1,0,9.74609,6.297707427235256,3.06732,6.306999644855963,False,True,False,False,False
32.0,0,0,2.42201,6.948316461582685,0.18523,4.995784445790924,False,False,False,False,True
29.0,1,0,0.21613,8.516120304458454,5.66561,5.49420536076298,True,False,False,False,False
26.0,1,0,9.36584,5.485781106401652,2.17995,7.222113304058161,True,False,False,False,False
24.0,0,1,5.01391,7.16538343098277,7.64891,4.260690115778159,False,False,False,False,True
36.0,1,0,3.4208,6.270908501565473,4.03721,6.065901821095857,False,False,False,True,False
29.0,1,0,2.86051,4.829215384726867,7.72089,6.202476795959978,False,True,False,False,False
29.0,0,0,2.10535,5.366435964962053,3.14885,4.704937430950126,False,False,False,True,False
28.0,0,1,3.00691,5.126376305192242,9.58447,5.88133910980472,False,False,False,True,False
21.0,0,0,5.06174,5.19248436079182,6.34619,6.716643674350786,False,False,False,False,True
29.0,0,0,1.75237,6.1713422493376,9.00726,6.7216689969115135,False,False,True,False,False
25.0,1,0,8.19334,6.678644126491385,7.19758,4.454268603645744,False,False,False,False,True
25.0,0,0,2.24038,6.136702247652346,7.78807,6.247521656708908,True,False,False,False,False
27.0,0,0,5.37648,6.722587960002433,3.2315,5.544369284256639,False,True,False,False,False
32.0,0,0,4.06847,6.218442887800861,5.08032,5.582357206044055,False,True,False,False,False
24.0,0,0,8.77069,5.401840470732358,5.67592,5.686986563430234,True,False,False,False,False
32.0,1,0,3.50814,6.467701872118026,0.2521,5.360198100865302,False,False,True,False,False
29.0,1,1,8.03918,6.753002215007539,5.6206,2.357947063145636,False,False,False,True,False
26.0,0,0,9.0978,5.258997882849526,7.31865,2.682035216403687,False,True,False,False,False
28.0,0,0,8.93245,7.4752934456970515,6.14334,5.164105963421163,False,False,False,False,True
24.0,1,0,9.71711,7.111116112868265,9.02247,6.793406684714546,False,False,True,False,False
22.0,0,0,1.63885,4.853890233734121,0.0548,6.36271611509344,False,False,False,False,True
24.0,1,1,0.00493,6.196248786832354,2.94305,3.9698938850419023,False,False,False,False,True
25.0,1,0,8.29153,5.78147134780494,9.19224,7.550287784732731,False,True,False,False,False
29.0,1,1,1.23193,6.498827927930385,5.7241,4.502235148003884,False,False,False,False,True
25.0,0,0,5.10114,7.506705961108505,8.47417,3.982770951666582,True,False,False,False,False
25.0,0,0,5.4461,6.954906183414774,8.22792,6.399746830371643,False,True,False,False,False
24.0,0,0,8.83401,6.6293762123607785,4.68931,7.241889180880937,False,False,False,False,True
34.0,1,0,6.72216,6.149105221552084,1.04121,6.8641022502211415,False,False,False,False,True
23.0,1,1,6.90625,6.5297695749325415,6.41299,1.0217764879760782,False,True,False,False,False
23.0,1,0,2.40002,7.710574380088776,4.71831,4.496277272650299,False,False,False,False,True
22.0,1,0,4.37668,4.56057587276556,7.0674,6.267801190687338,True,False,False,False,False
33.0,1,0,3.99263,2.958885211008419,1.8723,6.504549268272121,False,True,False,False,False
25.0,0,0,2.06858,5.284429605138855,9.72085,2.688913006654312,False,True,False,False,False
22.0,1,0,0.33655,3.88426760523228,3.46212,6.728440485742084,False,False,False,False,True
26.0,0,0,0.43594,6.29507504321485,5.47414,3.929334748949174,False,False,False,False,True
28.0,1,0,1.961,6.975398384798107,7.81758,4.239221901660822,True,False,False,False,False
25.0,0,1,1.55583,4.093093876315952,7.27287,5.229948544465858,False,False,False,False,True
27.0,1,1,9.033,5.758917817945088,2.41021,5.660235951064788,False,False,False,True,False
25.0,1,0,2.98693,6.425916237551439,9.79697,4.55147453872321,True,False,False,False,False
29.0,0,0,2.43425,6.619687205344479,5.08375,4.34741781368976,False,False,False,True,False
34.0,0,0,7.09079,3.3784375739066723,8.4038,7.083428084588414,True,False,False,False,False
34.0,0,1,4.01265,6.625456747562344,5.14357,4.2789834266987885,False,True,False,False,False
32.0,0,0,5.34631,6.35735185019728,7.15599,5.492571277578671,False,False,True,False,False
36.0,0,1,2.26671,6.038130560965124,9.25428,7.322951330056441,False,True,False,False,False
23.0,1,0,4.3329,7.711175647147417,9.93668,5.664810781918662,False,False,True,False,False
27.0,0,1,0.80953,6.371100967967102,7.17822,6.280481975148203,True,False,False,False,False
28.0,1,0,7.86415,6.680215841915215,9.25541,5.839300966381234,False,False,True,False,False
20.0,0,0,1.9999,4.662199064575176,6.72201,6.268765843846488,True,False,False,False,False
22.0,1,1,4.39809,2.133844110216322,0.88185,4.691799510254846,True,False,False,False,False
31.0,0,0,4.13783,7.377478071310425,4.16144,7.289736386712189,True,False,False,False,False
30.0,1,0,7.3075,4.797036208705265,6.72213,6.721792649878522,False,False,True,False,False
33.0,0,0,5.79708,6.15115278101927,9.11524,6.128004867500509,False,False,False,False,True
27.0,0,1,7.56938,6.41224555141156,8.10481,5.071484003479165,True,False,False,False,False
23.0,0,0,3.41536,1.766061643714666,5.8877,6.840037951744852,False,False,False,False,True
21.0,0,0,1.35834,4.242367733919577,4.17944,6.527814472329276,False,False,False,False,True
27.0,0,0,4.61414,6.622907595417827,0.8021,4.900483913746729,False,True,False,False,False
28.0,0,1,6.60727,5.935732633137394,5.63596,4.250130442740979,False,False,False,True,False
26.0,0,0,2.6393,6.880858075464763,8.66267,6.593525766941724,False,False,True,False,False
26.0,1,1,3.59516,7.243740281489859,3.23442,4.256758149754194,False,True,False,False,False
34.0,1,0,2.24361,6.286429161504405,2.15708,6.327172312864109,False,False,True,False,False
23.0,0,0,5.15144,7.080514113965835,6.63255,6.287111748590381,False,False,False,True,False
43.0,0,0,8.40282,4.645951920154603,9.04552,6.602013977201906,False,False,False,False,True
30.0,1,0,6.7426,6.698584145579087,9.49003,6.11011731531197,False,True,False,False,False
25.0,0,1,4.78013,4.966973388455431,8.38557,3.980183244255597,False,False,False,False,True
28.0,1,0,0.4518,4.830748570321122,8.47543,6.217209583063103,False,False,False,True,False
27.0,1,0,2.86531,4.613365185076436,6.45923,5.964639716295944,False,False,True,False,False
27.0,1,0,1.03185,6.756857837017646,7.89392,5.129353973852151,False,True,False,False,False
27.0,1,0,6.3499,6.77499197311503,5.29481,6.726951425204142,True,False,False,False,False
31.0,0,0,8.10076,7.102234309653251,5.59236,6.447971931355865,False,True,False,False,False
24.0,1,0,4.30522,6.864507442138956,4.69173,6.285112881962987,True,False,False,False,False
28.0,0,0,9.11253,5.144797637621045,4.08972,4.221388453619212,False,False,False,False,True
30.0,0,0,4.9686,6.799472489260444,9.10456,7.171109074696261,False,False,False,False,True
28.0,0,0,0.1266,7.031295568574989,6.81472,7.570444402068347,False,False,True,False,False
35.0,0,1,3.78936,6.531562745110893,6.31095,5.927578269544903,False,False,True,False,False
26.0,0,0,5.48161,7.004924151222703,6.3774,6.834378619943944,False,True,False,False,False
26.0,1,0,7.94368,4.6822884330395,4.78934,5.497719772557836,False,True,False,False,False
37.0,0,0,2.31888,6.8710735209005325,9.96324,6.22180997419883,False,False,False,False,True
27.0,1,0,2.71717,6.716548999992321,6.1896,5.322921812490077,False,False,True,False,False
26.0,1,0,2.62186,6.512080057113441,6.39822,6.40521375568414,True,False,False,False,False
24.0,0,0,3.63121,8.49030350106819,7.4669,4.33688288544422,False,False,False,False,True
28.0,0,0,4.83863,5.035334348316588,6.65773,5.104663302721194,False,False,True,False,False
35.0,0,1,6.92854,5.038310190643569,8.52121,6.398371956892026,False,False,False,False,True
28.0,1,0,6.03957,6.115915840991382,6.48407,6.134098726006665,True,False,False,False,False
26.0,1,0,9.05695,4.21767337931426,7.18816,3.269177826427477,True,False,False,False,False
25.0,1,1,8.02567,6.291957249255056,2.08551,4.251942356098136,False,False,False,False,True
19.0,1,0,5.64747,3.828099846477558,9.42777,6.5007180241411815,False,False,False,False,True
30.0,0,0,4.013,7.103423614249499,5.50933,5.467067247010776,False,False,True,False,False
26.0,1,0,6.57468,6.720281169504836,9.50876,6.142169620958263,False,True,False,False,False
26.0,1,1,6.75651,2.265079654381161,0.04434,4.242645824954942,False,True,False,False,False
27.0,1,1,7.06877,7.398813278454434,2.9907,5.465790573296488,False,False,False,False,True
21.0,0,0,4.30374,6.319574709841402,8.13709,6.20744489915953,False,False,False,True,False
30.0,1,0,1.41706,6.825138903223389,3.35351,3.1536418021237527,False,False,False,False,True
25.0,0,1,8.81614,6.257705888414737,1.93268,4.882368901024167,True,False,False,False,False
27.0,1,0,4.98356,6.674732071035414,8.91807,6.495416118532985,True,False,False,False,False
37.0,0,0,1.48635,6.399625755832474,9.59116,5.842266313482223,False,False,True,False,False
33.0,0,0,4.20755,6.868507180747238,5.76097,5.684720915018497,False,False,False,False,True
28.0,0,1,2.50514,6.106053502404198,2.58839,5.426254310171221,True,False,False,False,False
21.0,1,0,6.12557,5.165631473834522,6.44714,5.306881530762295,False,False,True,False,False
26.0,1,0,0.12931,6.111323276326576,0.76602,5.213050908519186,False,False,True,False,False
27.0,0,0,0.03636,6.528961378066998,5.00735,5.264387056017977,False,False,True,False,False
29.0,1,0,9.676,5.973802557365174,8.49879,6.5909407455374485,False,False,False,False,True
32.0,0,0,7.86956,6.827986597979083,8.0748,7.090357744005316,False,False,False,False,True
27.0,1,0,6.57069,4.741067283828297,6.09696,6.646209001418288,False,False,True,False,False
23.0,0,0,7.7233,3.8188090328813695,9.34592,5.077261134758888,False,False,False,True,False
20.0,1,0,0.55637,4.796057533282744,1.3737,6.1974313984203695,False,False,True,False,False
25.0,0,0,0.70522,5.804353553511585,0.02468,5.459203854725324,True,False,False,False,False
20.0,0,0,7.67471,3.669122214472932,8.39793,3.5020168040892066,False,False,False,False,True
29.0,0,0,7.46874,6.153639453954305,0.55359,6.248362193634198,False,False,True,False,False
27.0,0,0,4.80974,5.629939007027559,2.27772,4.5277654268603,False,True,False,False,False
32.0,0,0,2.81167,6.221428116798871,7.03637,5.514545348788771,True,False,False,False,False
31.0,1,0,1.1307,7.015069262938277,9.64977,6.091018172619415,True,False,False,False,False
30.0,0,0,3.16219,3.3931020477808875,8.43118,6.519924833957042,False,False,False,False,True
25.0,0,0,7.8966,2.207430011826727,7.86962,4.506361805281777,True,False,False,False,False
22.0,1,0,7.95427,6.20442371412542,8.93935,4.258363581538508,False,True,False,False,False
22.0,1,0,1.82487,5.629697759986771,0.35577,5.270734229200293,False,True,False,False,False
40.0,1,0,4.93477,6.687668195185013,5.66646,6.634113637841749,True,False,False,False,False
25.0,0,0,1.36172,6.306687454415363,8.92372,5.93684414264036,False,False,True,False,False
20.0,1,0,5.64919,3.244689032807352,0.85559,7.351841036127608,False,False,False,False,True
24.0,1,0,1.08414,6.867603984179627,1.87073,6.027270882931774,True,False,False,False,False
23.0,0,1,4.48032,4.225103324729827,4.15677,0.716986040738905,False,True,False,False,False
27.0,0,0,9.06549,6.419158226712546,2.99928,5.514305685864494,False,False,True,False,False
31.0,1,0,5.92241,6.773776922673631,6.02441,7.535085505569539,False,False,False,True,False
19.0,1,0,2.35927,7.53671038839048,7.80507,6.901986716081826,False,True,False,False,False
34.0,1,0,5.07224,6.847015268433402,4.26989,2.8562370920137,False,False,False,False,True
33.0,0,0,9.99621,7.447642160542176,2.06617,2.058459602479984,True,False,False,False,False
28.0,1,0,0.6575,1.6026690433787565,1.82386,3.985386534983428,False,False,True,False,False
18.0,1,0,2.55166,4.77547885501428,5.48717,3.653929549542754,False,False,False,True,False
33.0,0,0,3.27549,6.140733803226766,8.38018,3.987886542582388,False,False,False,True,False
25.0,1,0,4.80241,4.817140494551829,9.52335,8.454298963670915,False,False,False,True,False
27.0,1,1,1.57106,7.40712447539109,6.47127,5.751834176216901,True,False,False,False,False
26.0,0,0,1.94126,5.4156934561156245,0.47549,4.695116998444378,False,False,True,False,False
20.0,1,1,1.69184,6.882335662205291,3.12303,3.523493852568061,False,False,True,False,False
30.0,1,0,3.27908,5.3584632589481584,9.18157,6.563997398499899,False,True,False,False,False
28.0,0,0,7.13122,6.228682298869404,3.78226,6.784151155300496,False,True,False,False,False
24.0,1,0,3.57369,4.027792603578611,8.92849,2.405337120076,False,True,False,False,False
37.0,1,0,0.14441,5.922787357423168,8.31468,6.421464523327636,False,False,False,False,True
22.0,1,0,9.21514,4.911081295600035,3.48634,5.529894066300624,False,False,False,False,True
28.0,1,0,8.79285,6.605797122426685,9.56661,6.290653030804711,False,True,False,False,False
21.0,1,0,9.08449,4.45912782474546,4.71391,7.016818350026911,False,False,False,False,True
31.0,1,1,4.33919,5.669398248770047,7.53395,3.914597727500461,False,True,False,False,False
27.0,0,0,5.04029,6.438791767919439,6.85142,7.539438684332376,False,False,False,True,False
20.0,1,1,2.85769,5.1181874853887575,6.75491,5.092336254378828,True,False,False,False,False
26.0,1,0,7.44367,5.685106075705274,4.54149,5.623815234590963,False,False,False,False,True
23.0,1,0,1.36129,5.10336899736996,6.6271,5.07656327859743,False,False,True,False,False
25.0,1,0,5.54165,6.711544113667923,2.66838,6.515109174377264,True,False,False,False,False
37.0,1,0,6.49414,2.095143394970849,0.06253,5.855174924406263,False,False,True,False,False
27.0,1,0,8.01379,6.351582240458957,0.83132,6.033469438981981,False,False,False,False,True
25.0,0,1,0.94857,7.002825262763129,4.49138,6.069942963124541,True,False,False,False,False
27.0,0,0,9.56923,4.687584059425983,9.95495,5.179820779337157,False,False,True,False,False
26.0,0,0,1.91475,6.443501268520185,3.98226,6.723053175965847,False,False,False,False,True
24.0,1,0,4.3785,6.385446681198261,6.80485,2.889317160179606,False,True,False,False,False
23.0,0,0,5.25607,4.631714020695721,3.09633,7.882520469389172,False,True,False,False,False
27.0,0,0,6.72726,6.244914080163245,1.60595,6.800394787427264,False,True,False,False,False
40.0,0,1,2.84206,5.407283558189636,6.48346,4.234344339584798,False,False,False,True,False
27.0,0,0,1.07711,6.722175589790068,7.76118,6.05689349629476,False,False,False,False,True
26.0,1,0,2.72756,4.335152528708069,9.46504,4.3616190830602015,False,True,False,False,False
26.0,0,1,3.49452,5.060822196518255,6.99493,4.830812327782535,False,True,False,False,False
20.0,0,0,1.37903,5.000003752023188,8.01909,6.389508713149732,False,True,False,False,False
41.0,0,0,1.41827,4.9250358479825405,6.95312,6.85186132414103,True,False,False,False,False
34.0,1,0,8.19091,5.528015163384676,2.97434,6.63024120832629,True,False,False,False,False
37.0,1,0,2.83903,6.230710181969914,0.98802,5.1647124069186265,False,False,True,False,False
26.0,1,0,6.43051,5.252727119539984,5.50061,6.100818076662431,False,False,False,False,True
29.0,0,0,2.99358,5.266729453978388,7.05594,6.034519178036967,False,False,False,False,True
29.0,0,1,9.13082,5.748204004580616,9.07137,5.960201768355162,False,False,False,True,False
32.0,0,0,3.14269,7.418073389648844,5.25543,4.320063770984882,False,False,False,True,False
19.0,1,1,3.11592,3.644181551823068,2.48501,4.116379950201093,False,False,False,False,True
20.0,0,0,0.70201,5.9000334480572265,6.02268,6.223135168577772,False,False,False,False,True
32.0,1,0,2.67062,5.337100289156349,7.77132,6.604824716224545,False,False,False,False,True
23.0,1,1,8.62246,5.175065616841159,1.48607,4.2520594482341405,False,True,False,False,False
26.0,0,0,6.51982,6.227395909474719,2.74015,5.7355854183057655,False,False,False,True,False
34.0,0,0,1.65096,5.862948959134534,4.6145,6.1618833011441385,False,False,False,True,False
30.0,0,0,4.4364,6.533389581745487,6.26381,6.465332582154487,True,False,False,False,False
36.0,1,0,0.01157,6.619034108278724,9.27099,3.4639011268546387,False,False,False,False,True
28.0,0,1,9.5379,4.255182155594927,6.94046,2.8132492196959538,False,False,True,False,False
29.0,1,1,8.72753,3.002319874921355,9.16206,3.814923921886472,False,False,False,False,True
27.0,1,0,4.15446,6.489975864622747,1.71224,4.659305597675075,False,False,False,True,False
32.0,0,0,7.9029,6.540342328310754,7.68809,5.471161449347064,False,False,True,False,False
25.0,1,0,2.07801,7.025369991896915,6.29684,3.9958338789537375,True,False,False,False,False
26.0,0,0,1.57689,6.452156312012032,2.79842,5.426351929241988,False,False,True,False,False
32.0,0,0,7.21466,4.6200411948005335,9.42475,5.068969301133221,False,False,False,False,True
36.0,1,0,3.55314,6.273245177165451,0.28004,6.196945466098039,False,False,False,True,False
31.0,1,1,0.32283,6.644388220081935,0.01706,2.6272702214274557,False,False,False,False,True
19.0,1,0,3.71066,5.143041746969423,9.28826,6.65675014470062,False,True,False,False,False
27.0,1,0,3.66678,7.443561789573559,6.17964,6.527596387553586,False,True,False,False,False
23.0,0,0,0.18925,5.133857594049869,5.25543,5.1863333509346985,False,False,False,False,True
21.0,1,0,0.85201,6.851548158403992,1.98704,3.1055575326438256,True,False,False,False,False
28.0,1,0,2.60093,7.385298318077618,7.56966,4.327013199396248,False,True,False,False,False
29.0,1,0,1.89927,6.318101304218684,8.68349,6.133349948991493,False,False,True,False,False
32.0,1,0,3.73701,4.861415811441761,4.22741,5.524298269371507,False,False,True,False,False
24.0,0,0,0.10322,3.839903587325125,4.10187,7.149231178427265,False,False,False,False,True
25.0,0,0,2.16947,6.920180447764943,9.47758,6.175224209158631,False,False,False,False,True
24.0,0,0,2.99322,4.551520885368565,0.96326,7.023093033414042,False,True,False,False,False
23.0,1,0,0.93951,6.18277588832799,3.55252,6.572701755720541,True,False,False,False,False
26.0,0,0,7.56514,5.905564358655175,8.06825,6.241609314603005,False,True,False,False,False
27.0,1,0,7.21918,6.555629980696676,2.40585,8.043494150746767,False,False,True,False,False
28.0,0,0,0.04518,7.170897590797421,8.7925,6.071537058109532,False,False,True,False,False
39.0,1,0,3.9692,6.346506330839949,2.17478,5.384777414779124,True,False,False,False,False
23.0,1,0,6.74302,5.994783768216001,3.75354,4.57303132054245,False,False,False,True,False
24.0,0,0,2.69129,6.124771067775139,0.02346,4.7168450724819255,False,False,False,False,True
27.0,1,0,1.60047,7.577211709465292,5.63986,6.186211516035174,False,False,True,False,False
29.0,0,0,5.77139,4.005376494208383,5.53325,6.654852306990489,False,False,False,False,True
29.0,1,0,1.81024,3.5135143520956804,8.9712,6.110512890868352,True,False,False,False,False
33.0,0,0,1.01662,6.210647593083339,5.6835,6.249006631557169,False,False,False,True,False
26.0,1,0,2.75549,4.385882253653118,7.87061,6.217978582658279,False,True,False,False,False
22.0,1,0,4.96398,7.242887566440682,1.82933,5.896096136536401,False,False,True,False,False
30.0,0,0,8.50693,6.133616189870271,5.44747,4.716955879644212,True,False,False,False,False
26.0,0,0,5.15331,3.233627750745253,2.7658,6.205176163901791,False,False,False,True,False
36.0,0,0,6.43876,6.848170531465943,6.2281,6.447308650597451,False,False,False,False,True
30.0,0,0,0.29408,6.505103788255108,9.00087,3.9041874838578474,False,False,False,False,True
25.0,0,0,4.8628,3.807104247922532,2.77251,6.282743986058544,False,False,False,False,True
22.0,1,0,8.98423,4.989704261015714,5.19673,4.783048272641507,False,False,False,True,False
23.0,1,1,5.30954,6.5074455559629785,9.7183,4.719475645181679,False,False,True,False,False
36.0,1,0,1.88789,6.639414152317627,0.95165,5.138810209039511,False,True,False,False,False
24.0,0,0,7.4434,6.496390497106906,6.14096,5.872745575251419,False,True,False,False,False
20.0,0,0,1.2802,7.057883150857114,8.48558,2.853149963823667,False,True,False,False,False
27.0,0,1,4.42728,4.071906717447715,6.10137,5.730205966363645,False,False,False,False,True
27.0,0,0,0.17807,6.687482030644778,5.56015,6.368016507088438,False,False,False,False,True
32.0,1,1,6.19709,6.632639759531303,4.5377,5.811590365365282,False,False,False,False,True
30.0,0,1,4.37534,5.259085015819822,3.76027,4.580319151175702,False,False,False,True,False
23.0,1,0,3.5333,6.016241448182326,4.8873,6.559072024089103,False,True,False,False,False
24.0,0,0,7.30476,3.243699502396435,0.47295,6.321710277780911,False,False,False,False,True
28.0,0,0,9.49512,6.479526964788577,5.79539,5.70806132809931,False,False,False,False,True
28.0,0,1,4.87816,6.236592198826284,2.28269,2.470357671842509,False,False,False,False,True
29.0,1,1,1.34539,7.367302600605209,6.80679,4.038821126261983,False,False,False,False,True
